LOAN_AGREEMENT_NO;APPLICATION_DATE;APPLICATION_ID;loan_amount;loan_tenure_in_months;PURPOSE_OF_LOAN;LOAN_PRODUCT;LOAN_PRODUCT_LABEL;EXISTING_LOAN;LTV;Credit_Amount;Branch;STATE;Charge description;Charge Category;EMI;Total Times Paid;Status;grade
TSTDLH0BL0492042;21 09 2021;553615;2525000;36;BEWC;PL;Method 3;0;0;90653;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;725224;6;0;2
TSTDLH0BL0492042;21 09 2021;553615;2525000;36;BEWC;PL;Method 3;0;0;90653;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;725224;6;0;2
TSTPUN0BL0492297;21 09 2021;553637;2500000;36;BEWC;PL;Method 4;0;100;2475000;City7;MAHARASHTRA;AMT FINANCED;Installment Related;723048;6;0;1
TSTPUN0BL0492297;21 09 2021;553637;2500000;36;BEWC;PL;Method 4;0;100;25000;City7;MAHARASHTRA;AMT FINANCED;Installment Related;723048;6;0;4
TSTPUN0BL0492297;21 09 2021;553637;2500000;36;BEWC;PL;Method 4;0;100;2466;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;723048;6;0;5
TSTPUN0BL0492297;21 09 2021;553637;2500000;36;BEWC;PL;Method 4;0;100;90381;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;723048;6;0;2
TSTPUN0BL0492297;21 09 2021;553637;2500000;36;BEWC;PL;Method 4;0;100;90381;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;723048;6;0;2
TSTPUN0BL0492297;21 09 2021;553637;2500000;36;BEWC;PL;Method 4;0;100;90381;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;723048;6;0;2
TSTPUN0BL0492297;21 09 2021;553637;2500000;36;BEWC;PL;Method 4;0;100;90381;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;723048;6;0;2
TSTPUN0BL0492297;21 09 2021;553637;2500000;36;BEWC;PL;Method 4;0;100;90381;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;723048;6;0;2
TSTPUN0BL0492297;21 09 2021;553637;2500000;36;BEWC;PL;Method 4;0;100;90381;City7;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;723048;6;0;2
TSTCHN0BL0492055;21 09 2021;553655;1000000;36;BEWC;PL;Method 4;0;100;33600;City3;TAMILNADU;AMT FINANCED;Installment Related;289216;6;0;4
TSTCHN0BL0492055;21 09 2021;553655;1000000;36;BEWC;PL;Method 4;0;100;966400;City3;TAMILNADU;AMT FINANCED;Installment Related;289216;6;0;1
TSTCHN0BL0492055;21 09 2021;553655;1000000;36;BEWC;PL;Method 4;0;100;986;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;289216;6;0;5
TSTCHN0BL0492055;21 09 2021;553655;1000000;36;BEWC;PL;Method 4;0;100;36152;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;289216;6;0;4
TSTCHN0BL0492055;21 09 2021;553655;1000000;36;BEWC;PL;Method 4;0;100;36152;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;289216;6;0;4
TSTCHN0BL0492055;21 09 2021;553655;1000000;36;BEWC;PL;Method 4;0;100;36152;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;289216;6;0;4
TSTCHN0BL0492055;21 09 2021;553655;1000000;36;BEWC;PL;Method 4;0;100;36152;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;289216;6;0;4
TSTCHN0BL0492055;21 09 2021;553655;1000000;36;BEWC;PL;Method 4;0;100;36152;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;289216;6;0;4
TSTCHN0BL0492055;21 09 2021;553655;1000000;36;BEWC;PL;Method 4;0;100;36152;City3;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;289216;6;0;4
TSTDLH0BL0492545;21 09 2021;553657;3045000;36;BEWC;PL;Method 4;0;0;3000000;City13;DELHI;AMT FINANCED;Installment Related;437288;4;1;1
TSTDLH0BL0492545;21 09 2021;553657;3045000;36;BEWC;PL;Method 4;0;0;45000;City13;DELHI;AMT FINANCED;Installment Related;437288;4;1;4
TSTDLH0BL0492545;21 09 2021;553657;3045000;36;BEWC;PL;Method 4;0;0;20439;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;437288;4;1;4
TSTDLH0BL0492545;21 09 2021;553657;3045000;36;BEWC;PL;Method 4;0;0;20439;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;437288;4;1;4
TSTDLH0BL0492545;21 09 2021;553657;3045000;36;BEWC;PL;Method 4;0;0;109322;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;437288;4;1;2
TSTDLH0BL0492545;21 09 2021;553657;3045000;36;BEWC;PL;Method 4;0;0;109322;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;437288;4;1;2
TSTDLH0BL0492545;21 09 2021;553657;3045000;36;BEWC;PL;Method 4;0;0;109322;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;437288;4;1;2
TSTDLH0BL0492545;21 09 2021;553657;3045000;36;BEWC;PL;Method 4;0;0;109322;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;437288;4;1;2
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;1444000;City13;DELHI;AMT FINANCED;Installment Related;965835;6;0;1
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;1556000;City13;DELHI;AMT FINANCED;Installment Related;965835;6;0;1
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;10000;City13;DELHI;AMT FINANCED;Installment Related;965835;6;0;5
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;2804;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;965835;6;0;5
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;107315;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;965835;6;0;2
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;107315;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;965835;6;0;2
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;107315;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;965835;6;0;2
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;107315;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;965835;6;0;2
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;107315;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;965835;6;0;2
TSTDLH0BL0492222;21 09 2021;553626;3010000;36;BEWC;PL;Method 4;1;0;107315;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;965835;6;0;2
TSTAHM0BL0492028;21 09 2021;553603;2000000;36;BEWC;PL;Method 3;0;80;1980000;City8;GUJARAT;AMT FINANCED;Installment Related;506135;5;0;1
TSTAHM0BL0492028;21 09 2021;553603;2000000;36;BEWC;PL;Method 3;0;80;20000;City8;GUJARAT;AMT FINANCED;Installment Related;506135;5;0;4
TSTAHM0BL0492028;21 09 2021;553603;2000000;36;BEWC;PL;Method 3;0;80;1973;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;506135;5;0;5
TSTAHM0BL0492028;21 09 2021;553603;2000000;36;BEWC;PL;Method 3;0;80;72305;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;506135;5;0;3
TSTAHM0BL0492028;21 09 2021;553603;2000000;36;BEWC;PL;Method 3;0;80;72305;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;506135;5;0;3
TSTAHM0BL0492028;21 09 2021;553603;2000000;36;BEWC;PL;Method 3;0;80;72305;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;506135;5;0;3
TSTAHM0BL0492028;21 09 2021;553603;2000000;36;BEWC;PL;Method 3;0;80;72305;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;506135;5;0;3
TSTAHM0BL0492028;21 09 2021;553603;2000000;36;BEWC;PL;Method 3;0;80;72305;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;506135;5;0;3
TSTCBE0BL0492383;21 09 2021;553624;1350000;36;BEWC;PL;Method 3;0;0;1329750;City2;TAMILNADU;AMT FINANCED;Installment Related;393160;6;0;1
TSTCBE0BL0492383;21 09 2021;553624;1350000;36;BEWC;PL;Method 3;0;0;20250;City2;TAMILNADU;AMT FINANCED;Installment Related;393160;6;0;4
TSTCBE0BL0492383;21 09 2021;553624;1350000;36;BEWC;PL;Method 3;0;0;1368;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;393160;6;0;5
TSTCBE0BL0492383;21 09 2021;553624;1350000;36;BEWC;PL;Method 3;0;0;49145;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;393160;6;0;4
TSTCBE0BL0492383;21 09 2021;553624;1350000;36;BEWC;PL;Method 3;0;0;49145;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;393160;6;0;4
TSTCBE0BL0492383;21 09 2021;553624;1350000;36;BEWC;PL;Method 3;0;0;49145;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;393160;6;0;4
TSTCBE0BL0492383;21 09 2021;553624;1350000;36;BEWC;PL;Method 3;0;0;49145;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;393160;6;0;4
TSTCBE0BL0492383;21 09 2021;553624;1350000;36;BEWC;PL;Method 3;0;0;49145;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;393160;6;0;4
TSTCBE0BL0492383;21 09 2021;553624;1350000;36;BEWC;PL;Method 3;0;0;49145;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;393160;6;0;4
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;32600;City1;MAHARASHTRA;AMT FINANCED;Installment Related;364040;8;0;4
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;967400;City1;MAHARASHTRA;AMT FINANCED;Installment Related;364040;8;0;1
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;1014;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;5
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;1014;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;5
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;885;City1;MAHARASHTRA;CHEQUE BOUNCING CHARGES;Penalty Charges;364040;8;0;5
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;36404;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;4
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;36404;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;4
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;36404;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;4
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;36404;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;4
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;36404;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;4
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;36404;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;4
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;36404;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;4
TSTMUM0BL0492413;21 09 2021;553583;1000000;36;BEWC;PL;Method 3;0;100;36404;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;364040;8;0;4
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;1976400;City1;MAHARASHTRA;AMT FINANCED;Installment Related;632826;7;0;1
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;23600;City1;MAHARASHTRA;AMT FINANCED;Installment Related;632826;7;0;4
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;1753;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;632826;7;0;5
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;70314;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;632826;7;0;3
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;70314;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;632826;7;0;3
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;70314;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;632826;7;0;3
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;70314;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;632826;7;0;3
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;43.22;City1;MAHARASHTRA;OVERDUE INTEREST;Penalty Charges;632826;7;0;5
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;70314;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;632826;7;0;3
TSTMUM0BL0492099;21 09 2021;553654;2000000;36;BEWC;PL;Method 3;0;100;70314;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;632826;7;0;3
TSTAHM0BL0492562;21 09 2021;553629;1200000;36;BEWC;PL;Method 3;0;48;1188000;City8;GUJARAT;AMT FINANCED;Installment Related;173532;4;1;1
TSTAHM0BL0492562;21 09 2021;553629;1200000;36;BEWC;PL;Method 3;0;48;12000;City8;GUJARAT;AMT FINANCED;Installment Related;173532;4;1;5
TSTAHM0BL0492562;21 09 2021;553629;1200000;36;BEWC;PL;Method 3;0;48;7693;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;173532;4;1;5
TSTAHM0BL0492562;21 09 2021;553629;1200000;36;BEWC;PL;Method 3;0;48;43383;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;173532;4;1;4
TSTAHM0BL0492562;21 09 2021;553629;1200000;36;BEWC;PL;Method 3;0;48;43383;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;173532;4;1;4
TSTAHM0BL0492562;21 09 2021;553629;1200000;36;BEWC;PL;Method 3;0;48;43383;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;173532;4;1;4
TSTAHM0BL0492562;21 09 2021;553629;1200000;36;BEWC;PL;Method 3;0;48;43383;City8;GUJARAT;INSTALLMENT AMOUNT;Installment Related;173532;4;1;4
TSTMUM0BL0492425;21 09 2021;553663;1000000;24;BEWC;PL;Method 3;0;100;34600;City1;MAHARASHTRA;AMT FINANCED;Installment Related;401328;6;0;4
TSTMUM0BL0492425;21 09 2021;553663;1000000;24;BEWC;PL;Method 3;0;100;965400;City1;MAHARASHTRA;AMT FINANCED;Installment Related;401328;6;0;1
TSTMUM0BL0492425;21 09 2021;553663;1000000;24;BEWC;PL;Method 3;0;100;1014;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;401328;6;0;5
TSTMUM0BL0492425;21 09 2021;553663;1000000;24;BEWC;PL;Method 3;0;100;50166;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;401328;6;0;4
TSTMUM0BL0492425;21 09 2021;553663;1000000;24;BEWC;PL;Method 3;0;100;50166;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;401328;6;0;4
TSTMUM0BL0492425;21 09 2021;553663;1000000;24;BEWC;PL;Method 3;0;100;50166;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;401328;6;0;4
TSTMUM0BL0492425;21 09 2021;553663;1000000;24;BEWC;PL;Method 3;0;100;50166;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;401328;6;0;4
TSTMUM0BL0492425;21 09 2021;553663;1000000;24;BEWC;PL;Method 3;0;100;50166;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;401328;6;0;4
TSTMUM0BL0492425;21 09 2021;553663;1000000;24;BEWC;PL;Method 3;0;100;50166;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;401328;6;0;4
TSTDLH0BL0492232;21 09 2021;553600;1252000;36;BEWC;PL;Method 3;0;0;1240000;City13;DELHI;AMT FINANCED;Installment Related;362104;6;0;1
TSTDLH0BL0492232;21 09 2021;553600;1252000;36;BEWC;PL;Method 3;0;0;12000;City13;DELHI;AMT FINANCED;Installment Related;362104;6;0;5
TSTDLH0BL0492232;21 09 2021;553600;1252000;36;BEWC;PL;Method 3;0;0;1235;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;362104;6;0;5
TSTDLH0BL0492232;21 09 2021;553600;1252000;36;BEWC;PL;Method 3;0;0;45263;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;362104;6;0;4
TSTDLH0BL0492232;21 09 2021;553600;1252000;36;BEWC;PL;Method 3;0;0;45263;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;362104;6;0;4
TSTDLH0BL0492232;21 09 2021;553600;1252000;36;BEWC;PL;Method 3;0;0;45263;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;362104;6;0;4
TSTDLH0BL0492232;21 09 2021;553600;1252000;36;BEWC;PL;Method 3;0;0;45263;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;362104;6;0;4
TSTDLH0BL0492232;21 09 2021;553600;1252000;36;BEWC;PL;Method 3;0;0;45263;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;362104;6;0;4
TSTDLH0BL0492232;21 09 2021;553600;1252000;36;BEWC;PL;Method 3;0;0;45263;City13;DELHI;INSTALLMENT AMOUNT;Installment Related;362104;6;0;4
TSTCBE0BL0491636;21 09 2021;553548;3045000;60;OPNNS;PL;Method 6;0;100;3000000;City2;TAMILNADU;AMT FINANCED;Installment Related;504287;5;0;1
TSTCBE0BL0491636;21 09 2021;553548;3045000;60;OPNNS;PL;Method 6;0;100;45000;City2;TAMILNADU;AMT FINANCED;Installment Related;504287;5;0;4
TSTCBE0BL0491636;21 09 2021;553548;3045000;60;OPNNS;PL;Method 6;0;100;12305;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;504287;5;0;5
TSTCBE0BL0491636;21 09 2021;553548;3045000;60;OPNNS;PL;Method 6;0;100;72041;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;504287;5;0;3
TSTCBE0BL0491636;21 09 2021;553548;3045000;60;OPNNS;PL;Method 6;0;100;72041;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;504287;5;0;3
TSTCBE0BL0491636;21 09 2021;553548;3045000;60;OPNNS;PL;Method 6;0;100;72041;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;504287;5;0;3
TSTCBE0BL0491636;21 09 2021;553548;3045000;60;OPNNS;PL;Method 6;0;100;72041;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;504287;5;0;3
TSTCBE0BL0491636;21 09 2021;553548;3045000;60;OPNNS;PL;Method 6;0;100;72041;City2;TAMILNADU;INSTALLMENT AMOUNT;Installment Related;504287;5;0;3
TSTRJK0BL0492069;21 09 2021;553568;800000;36;BEWC;PL;Method 5;0;32;26880;City6;GUJARAT;AMT FINANCED;Installment Related;229776;6;0;4
TSTRJK0BL0492069;21 09 2021;553568;800000;36;BEWC;PL;Method 5;0;32;773120;City6;GUJARAT;AMT FINANCED;Installment Related;229776;6;0;1
TSTRJK0BL0492069;21 09 2021;553568;800000;36;BEWC;PL;Method 5;0;32;767;City6;GUJARAT;INSTALLMENT AMOUNT;Installment Related;229776;6;0;5
TSTRJK0BL0492069;21 09 2021;553568;800000;36;BEWC;PL;Method 5;0;32;28722;City6;GUJARAT;INSTALLMENT AMOUNT;Installment Related;229776;6;0;4
TSTRJK0BL0492069;21 09 2021;553568;800000;36;BEWC;PL;Method 5;0;32;28722;City6;GUJARAT;INSTALLMENT AMOUNT;Installment Related;229776;6;0;4
TSTRJK0BL0492069;21 09 2021;553568;800000;36;BEWC;PL;Method 5;0;32;28722;City6;GUJARAT;INSTALLMENT AMOUNT;Installment Related;229776;6;0;4
TSTRJK0BL0492069;21 09 2021;553568;800000;36;BEWC;PL;Method 5;0;32;28722;City6;GUJARAT;INSTALLMENT AMOUNT;Installment Related;229776;6;0;4
TSTRJK0BL0492069;21 09 2021;553568;800000;36;BEWC;PL;Method 5;0;32;28722;City6;GUJARAT;INSTALLMENT AMOUNT;Installment Related;229776;6;0;4
TSTRJK0BL0492069;21 09 2021;553568;800000;36;BEWC;PL;Method 5;0;32;28722;City6;GUJARAT;INSTALLMENT AMOUNT;Installment Related;229776;6;0;4
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;77672;City5;KARNATAKA;AMT FINANCED;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;1942328;City5;KARNATAKA;AMT FINANCED;Installment Related;888540;10;0;1
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;7361;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;5
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;7361;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;5
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;87.12;City5;KARNATAKA;OVERDUE INTEREST;Penalty Charges;888540;10;0;5
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTBNG0BL0491738;21 09 2021;553550;2020000;36;BEWC;PL;Method 3;0;81;74045;City5;KARNATAKA;INSTALLMENT AMOUNT;Installment Related;888540;10;0;3
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;1304362;City1;MAHARASHTRA;AMT FINANCED;Installment Related;743175;6;0;1
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;10000;City1;MAHARASHTRA;AMT FINANCED;Installment Related;743175;6;0;5
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;985638;City1;MAHARASHTRA;AMT FINANCED;Installment Related;743175;6;0;1
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;2205;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;743175;6;0;5
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;82575;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;743175;6;0;3
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;82575;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;743175;6;0;3
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;82575;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;743175;6;0;3
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;82575;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;743175;6;0;3
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;82575;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;743175;6;0;3
TSTMUM0BL0492247;21 09 2021;553619;2300000;36;BEWC;PL;Method 3;1;92;82575;City1;MAHARASHTRA;INSTALLMENT AMOUNT;Installment Related;743175;6;0;3
TSTVIJ0BL0491821;21 09 2021;553648;2050000;36;BEWC;PL;Method 6;0;0;2019515;City14;ANDHRA PRADESH;AMT FINANCED;Installment Related;572536;6;0;1
TSTVIJ0BL0491821;21 09 2021;553648;2050000;36;BEWC;PL;Method 6;0;0;30485;City14;ANDHRA PRADESH;AMT FINANCED;Installment Related;572536;6;0;4
TSTVIJ0BL0491821;21 09 2021;553648;2050000;36;BEWC;PL;Method 6;0;0;3482;City14;ANDHRA PRADESH;INSTALLMENT AMOUNT;Installment Related;572536;6;0;5
TSTVIJ0BL0491821;21 09 2021;553648;2050000;36;BEWC;PL;Method 6;0;0;71567;City14;ANDHRA PRADESH;INSTALLMENT AMOUNT;Installment Related;572536;6;0;3
TSTVIJ0BL0491821;21 09 2021;553648;2050000;36;BEWC;PL;Method 6;0;0;71567;City14;ANDHRA PRADESH;INSTALLMENT AMOUNT;Installment Related;572536;6;0;3
TSTVIJ0BL0491821;21 09 2021;553648;2050000;36;BEWC;PL;Method 6;0;0;71567;City14;ANDHRA PRADESH;INSTALLMENT AMOUNT;Installment Related;572536;6;0;3
TSTVIJ0BL0491821;21 09 2021;553648;2050000;36;BEWC;PL;Method 6;0;0;71567;City14;ANDHRA PRADESH;INSTALLMENT AMOUNT;Installment Related;572536;6;0;3
TSTVIJ0BL0491821;21 09 2021;553648;2050000;36;BEWC;PL;Method 6;0;0;71567;City14;ANDHRA PRADESH;INSTALLMENT AMOUNT;Installment Related;572536;6;0;3
TSTVIJ0BL0491821;21 09 2021;553648;2050000;36;BEWC;PL;Method 6;0;0;71567;City14;ANDHRA PRADESH;INSTALLMENT AMOUNT;Installment Related;572536;6;0;3
TSTCHN0BL0491841;22 09 2021;553690;1800000;36;BEWC;PL;Method 3;0;100;60480;City3;TAMILNADU;AMT FINANCED;Installment Related;520592;6;0;3
